FECHA|TIPO_ACTOR|CODIGO_MUNICIPIO|NOMBRE_MUNICIPIO|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|ESTADO_TRAMITE|REGISTRO|COD_TRAMITE|DESCRIPCIÓN|CANTIDAD
2024/05/19|EMPRESA TRANSPORTE|50001000|VILLAVICENCIO|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|11
2024/05/19|EMPRESA TRANSPORTE|50006000|ACACIAS|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5001000|MEDELLIN|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|124
2024/05/19|EMPRESA TRANSPORTE|5002000|ABEJORRAL|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5031000|AMALFI|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|50313000|GRANADA|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|6
2024/05/19|EMPRESA TRANSPORTE|5040000|ANORI|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5042000|SANTAFE DE ANTIOQUIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|5045000|APARTADO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|7
2024/05/19|EMPRESA TRANSPORTE|5059000|ARMENIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|50606000|RESTREPO|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|50689000|SAN MARTIN|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|50711000|VISTA HERMOSA|50|META|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5088000|BELLO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|12
2024/05/19|EMPRESA TRANSPORTE|5093000|BETULIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5101000|CIUDAD BOLIVAR|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5147000|CAREPA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|5148000|EL CARMEN DE VIBORAL|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5154000|CAUCASIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5172000|CHIGORODO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|52001000|PASTO|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|24
2024/05/19|EMPRESA TRANSPORTE|52215000|CORDOBA|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|7
2024/05/19|EMPRESA TRANSPORTE|52240000|CHACHAGUI|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|52317000|GUACHUCAL|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|52356000|IPIALES|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5237000|DON MATIAS|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|52378000|LA CRUZ|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|52560000|POTOSI|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|52612000|RICAURTE|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5266000|ENVIGADO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|7
2024/05/19|EMPRESA TRANSPORTE|5282000|FREDONIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|52838000|TUQUERRES|52|NARINO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5313000|GRANADA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5318000|GUARNE|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|6
2024/05/19|EMPRESA TRANSPORTE|5321000|GUATAPE|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5360000|ITAGUI|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|9
2024/05/19|EMPRESA TRANSPORTE|5361000|ITUANGO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|5364000|JARDIN|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5368000|JERICO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5376000|LA CEJA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|8
2024/05/19|EMPRESA TRANSPORTE|5380000|LA ESTRELLA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5400000|LA UNION|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|54001000|CUCUTA|54|NORTE DE SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|16
2024/05/19|EMPRESA TRANSPORTE|5411000|LIBORINA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|54172000|CHINACOTA|54|NORTE DE SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5440000|MARINILLA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|5
2024/05/19|EMPRESA TRANSPORTE|54518000|PAMPLONA|54|NORTE DE SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|5
2024/05/19|EMPRESA TRANSPORTE|54720000|SARDINATA|54|NORTE DE SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5490000|NECOCLI|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5541000|PENOL|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5604000|REMEDIOS|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5607000|RETIRO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5615000|RIONEGRO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|6
2024/05/19|EMPRESA TRANSPORTE|5631000|SABANETA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|5670000|SAN ROQUE|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5674000|SAN VICENTE|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5686000|SANTA ROSA DE OSOS|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5697000|EL SANTUARIO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5736000|SEGOVIA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5790000|TARAZA|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|5837000|TURBO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5847000|URRAO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|5887000|YARUMAL|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|5890000|YOLOMBO|5|ANTIOQUIA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|63001000|ARMENIA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|40
2024/05/19|EMPRESA TRANSPORTE|63130000|CALARCA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|8
2024/05/19|EMPRESA TRANSPORTE|63212000|CORDOBA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|63272000|FILANDIA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|63401000|LA TEBAIDA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|63470000|MONTENEGRO|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|7
2024/05/19|EMPRESA TRANSPORTE|63594000|QUIMBAYA|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|9
2024/05/19|EMPRESA TRANSPORTE|63690000|SALENTO|63|QUINDIO|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|5
2024/05/19|EMPRESA TRANSPORTE|66001000|PEREIRA|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|41
2024/05/19|EMPRESA TRANSPORTE|66045000|APIA|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|66170000|DOSQUEBRADAS|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|6
2024/05/19|EMPRESA TRANSPORTE|66400000|LA VIRGINIA|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|66682000|SANTA ROSA DE CABAL|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|6
2024/05/19|EMPRESA TRANSPORTE|66687000|SANTUARIO|66|RISARALDA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
2024/05/19|EMPRESA TRANSPORTE|68001000|BUCARAMANGA|68|SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|68077000|BARBOSA|68|SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|4
2024/05/19|EMPRESA TRANSPORTE|68079000|BARICHARA|68|SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|68572000|PUENTE NACIONAL|68|SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|68679000|SAN GIL|68|SANTANDER|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|4
2024/05/19|EMPRESA TRANSPORTE|70001000|SINCELEJO|70|SUCRE|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|10
2024/05/19|EMPRESA TRANSPORTE|70215000|COROZAL|70|SUCRE|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|70418000|LOS PALMITOS|70|SUCRE|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|73001000|IBAGUE|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|73055000|ARMERO|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|73124000|CAJAMARCA|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|73217000|COYAIMA|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|73268000|ESPINAL|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|3
2024/05/19|EMPRESA TRANSPORTE|73283000|FRESNO|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|1
2024/05/19|EMPRESA TRANSPORTE|73349000|HONDA|73|TOLIMA|APROBADO|PVO|101|PLANILLA DE VIAJE OCASIONAL|2
